x_coord,y_coord,pwe_pm10
572100,5948606,3.86993785170508e-06
572200,5948606,3.81847888054338e-06
572300,5948606,1.85279956500277e-06
572400,5948606,1.85620405902567e-06
572500,5948606,1.84189309814766e-06
572600,5948606,1.83317652312094e-06
572700,5948606,1.52688853931135e-05
572800,5948606,0.00024831753698274
572900,5948606,0.000237787355328054
573000,5948606,1.78090770846954e-06
573100,5948606,1.78198947017363e-06
573200,5948606,1.7820168369832e-06
573300,5948606,1.78281722384634e-06
573400,5948606,1.78603180506679e-06
573500,5948606,1.95962517867066e-06
573600,5948606,4.79510266477877e-06
573700,5948606,4.80845910013912e-06
573800,5948606,4.74802744683801e-06
573900,5948606,1.8421774544801e-06
574000,5948606,1.83706895600695e-06
574100,5948606,1.83646501934505e-06
574200,5948606,1.8410498078954e-06
574300,5948606,1.83595609379064e-06
574400,5948606,2.17523611035229e-05
574500,5948606,0.000336495976165359
574600,5948606,0.000321638036405229
574700,5948606,1.22745228590267e-05
574800,5948606,2.14958046407965e-05
574900,5948606,0.000312450990605311
575000,5948606,0.000306503890634159
575100,5948606,0.000299860207659797
575200,5948606,0.000295243106196636
575300,5948606,0.00029216651478136
575400,5948606,0.000287885892134622
575500,5948606,0.000265242571463281
575600,5948606,1.83601258105065e-06
575700,5948606,2.21205558104027e-05
575800,5948606,0.000283301578585394
575900,5948606,4.0452380213945e-05
576000,5948606,4.93929809705147e-06
576100,5948606,5.93406243613075e-05
576200,5948606,0.00020444476172495
576300,5948606,0.00020444476172495
576400,5948606,0.000194418627865835
576500,5948606,5.61538662456187e-05
576600,5948606,1.99764563382838e-06
576700,5948606,1.99764563382838e-06
576800,5948606,1.95298599489337e-06
576900,5948606,1.95298599489337e-06
577000,5948606,1.95298599489337e-06
577100,5948606,1.95298599489337e-06
577200,5948606,1.95298599489337e-06
577300,5948606,1.94501269031807e-06
577400,5948606,1.83743692526032e-06
577500,5948606,1.83350007458425e-06
577600,5948606,1.82956311417245e-06
577700,5948606,2.07085196326017e-06
577800,5948606,5.16602533952926e-06
577900,5948606,5.14025125917308e-06
578000,5948606,4.80580589525591e-06
578100,5948606,4.79561441186876e-06
578200,5948606,4.58486982995635e-06
578300,5948606,2.01102604246565e-06
578400,5948606,1.59663307664939e-06
578500,5948606,8.0826674289577e-07
578600,5948606,1.87374488945602e-06
578700,5948606,2.0786700643619e-06
578800,5948606,1.98665335497877e-06
578900,5948606,1.76922451221347e-06
579000,5948606,1.76530627596601e-06
579100,5948606,1.77555004662204e-06
579200,5948606,2.11154679164471e-06
579300,5948606,4.13984878604288e-06
579400,5948606,4.18530539033409e-06
579500,5948606,4.2307632606217e-06
579600,5948606,1.98065433268581e-05
579700,5948606,0.000198845993248813
579800,5948606,0.00019623640366531
579900,5948606,0.00019623640366531
580000,5948606,0.00019623640366531
580100,5948606,0.00019623640366531
580200,5948606,0.000195983005237533
580300,5948606,0.000192274993065758
580400,5948606,0.000180020330107261
580500,5948606,0.000180020330107261
580600,5948606,0.000180020330107261
580700,5948606,0.000180020330107261
580800,5948606,0.000196066425215598
580900,5948606,0.000196066425215598
581000,5948606,0.000196066425215598
581100,5948606,0.000196066425215598
581200,5948606,0.000196066425215598
581300,5948606,0.000196066425215598
581400,5948606,0.000196066425215598
581500,5948606,0.000196066425215598
581600,5948606,0.000196066425215598
581700,5948606,0.000196066425215598
551800,5948506,5.17840461825187e-06
551900,5948506,5.17640206112513e-06
552000,5948506,5.17640206112513e-06
552100,5948506,5.17640206112513e-06
552200,5948506,5.17640206112513e-06
552300,5948506,0.000243701550615936
552400,5948506,0.000253578995969367
552500,5948506,1.17424041814315e-05
552600,5948506,1.94115077292192e-06
552700,5948506,1.94115077292192e-06
552800,5948506,1.77816418944973e-06
552900,5948506,1.77816418944973e-06
553000,5948506,1.77816418944973e-06
553100,5948506,0.000105466214007114
553200,5948506,0.000108560530294516
553300,5948506,5.53461912920129e-06
553400,5948506,1.77816418944973e-06
553500,5948506,1.77816418944973e-06
553600,5948506,1.77816418944973e-06
553700,5948506,1.77816418944973e-06
553800,5948506,1.7340729067065e-06
553900,5948506,1.7340729067065e-06
554000,5948506,1.7340729067065e-06
554100,5948506,1.7340729067065e-06
554200,5948506,1.7340729067065e-06
554300,5948506,1.7340729067065e-06
554400,5948506,1.7340729067065e-06
554500,5948506,1.7340729067065e-06
554600,5948506,1.7340729067065e-06
554700,5948506,1.7340729067065e-06
554800,5948506,1.70467079242014e-06
554900,5948506,1.70467079242014e-06
555000,5948506,1.70467079242014e-06
555100,5948506,1.70467079242014e-06
555200,5948506,1.70467079242014e-06
555300,5948506,1.70467079242014e-06
555400,5948506,1.70467079242014e-06
555500,5948506,1.70467079242014e-06
555600,5948506,1.70467079242014e-06
555700,5948506,1.70467079242014e-06
555800,5948506,1.69435828186282e-06
555900,5948506,1.69435828186282e-06
556000,5948506,1.69435828186282e-06
556100,5948506,4.76105959823136e-05
556200,5948506,8.16784730484935e-05
556300,5948506,8.25152483267193e-05
556400,5948506,8.25152483267193e-05
556500,5948506,8.25152483267193e-05
556600,5948506,8.25152483267193e-05
556700,5948506,8.25152483267193e-05
556800,5948506,8.25548702800307e-05
556900,5948506,3.40710258922696e-06
557000,5948506,1.69517187433328e-06
557100,5948506,1.69517187433328e-06
557200,5948506,1.69517187433328e-06
557300,5948506,1.69517187433328e-06
557400,5948506,2.36015365867013e-06
557500,5948506,2.34936267500087e-06
557600,5948506,1.70675062705698e-06
557700,5948506,2.29088894214051e-06
557800,5948506,2.30358789120583e-06
557900,5948506,2.27953171564749e-06
558000,5948506,1.72328897293759e-06
558100,5948506,1.71421323507694e-06
558200,5948506,1.71421323507694e-06
558300,5948506,1.71421323507694e-06
558400,5948506,1.71421323507694e-06
558500,5948506,1.71421323507694e-06
558600,5948506,1.71421323507694e-06
558700,5948506,1.71421323507694e-06
558800,5948506,1.72806843518515e-06
558900,5948506,1.72806843518515e-06
559000,5948506,1.72806843518515e-06
559100,5948506,1.72806843518515e-06
559200,5948506,1.72806843518515e-06
559300,5948506,1.72806843518515e-06
559400,5948506,1.72806843518515e-06
559500,5948506,1.72806843518515e-06
559600,5948506,1.72806843518515e-06
559700,5948506,1.72806843518515e-06
559800,5948506,1.75907072760539e-06
559900,5948506,1.75907072760539e-06
560000,5948506,1.75907072760539e-06
560100,5948506,1.76394294943325e-06
560200,5948506,1.99174738836334e-06
560300,5948506,1.99193983755068e-06
560400,5948506,1.98864610432099e-06
560500,5948506,1.98535227873153e-06
560600,5948506,1.9820583607823e-06
560700,5948506,1.97876435045365e-06
560800,5948506,1.95465428227074e-06
560900,5948506,1.95139479887546e-06
561000,5948506,4.85932393611423e-06
561100,5948506,4.87349803243606e-06
561200,5948506,4.87349803243606e-06
561300,5948506,4.87349803243606e-06
561400,5948506,4.87349803243606e-06
561500,5948506,4.87349803243606e-06
561600,5948506,4.87349803243606e-06
561700,5948506,4.87349803243606e-06
561800,5948506,4.86859674629845e-06
561900,5948506,4.17065664685292e-06
562000,5948506,1.85675067594341e-06
562100,5948506,1.85470352239941e-06
562200,5948506,1.85470352239941e-06
562300,5948506,1.85470352239941e-06
562400,5948506,1.85470352239941e-06
562500,5948506,1.85470352239941e-06
562600,5948506,1.85470352239941e-06
562700,5948506,1.85470352239941e-06
562800,5948506,1.84807719592873e-06
562900,5948506,1.84807719592873e-06
563000,5948506,1.84807719592873e-06
563100,5948506,1.84807719592873e-06
563200,5948506,1.84807719592874e-06
563300,5948506,1.84807719592873e-06
563400,5948506,2.50929965593874e-06
563500,5948506,0.000142687170970962
563600,5948506,0.00025861291805936
563700,5948506,1.84807719592873e-06
563800,5948506,1.84355938306867e-06
563900,5948506,1.84355938306867e-06
564000,5948506,2.78566226017451e-06
564100,5948506,0.000142043732390523
564200,5948506,0.000259365760705474
564300,5948506,0.000259365760705474
564400,5948506,0.000259365760705474
564500,5948506,0.000259365760705474
564600,5948506,0.000259365760705474
564700,5948506,0.000259365760705474
564800,5948506,0.000263200728908485
564900,5948506,0.000263200728908485
565000,5948506,0.000262270087584007
565100,5948506,0.000180975207098536
565200,5948506,0.000184607306789031
565300,5948506,0.000188239508136443
565400,5948506,0.000192755849992177
565500,5948506,0.000263200728908485
565600,5948506,0.000263721418652749
565700,5948506,0.000264727727977387
565800,5948506,0.000286194477790978
565900,5948506,0.000288816660958033
566000,5948506,0.000351196155486872
566100,5948506,0.000681546272322357
566200,5948506,0.000358683807305735
566300,5948506,0.000352093561252703
566400,5948506,0.000349643944895419
566500,5948506,0.000348902584986405
566600,5948506,0.000347249454835343
566700,5948506,0.000347027357553784
566800,5948506,0.000329880496298151
566900,5948506,0.000330810320978678
567000,5948506,0.000331740171667506
567100,5948506,0.000332670048366173
567200,5948506,0.000333599951072218
567300,5948506,0.000334529879791488
567400,5948506,0.000335117341135763
567500,5948506,0.000335117341135763
567600,5948506,0.00033553063177948
567700,5948506,0.000336948204745679
567800,5948506,0.000337282203073904
567900,5948506,0.000338693403905414
568000,5948506,0.000342898553847464
568100,5948506,0.000419335437973961
568200,5948506,0.000346461266184664
568300,5948506,0.0003409204012699
568400,5948506,0.000339065706791682
568500,5948506,0.000339381636512015
568600,5948506,0.000337395738654839
568700,5948506,0.000336725674858598
568800,5948506,0.000325143263123673
568900,5948506,1.85231345879957e-06
569000,5948506,7.31429180335595e-06
569100,5948506,0.000209761829426287
569200,5948506,0.000205801556610609
569300,5948506,0.000194547040160469
569400,5948506,1.9355142914813e-06
569500,5948506,1.92911420189135e-06
569600,5948506,1.92511606326402e-06
569700,5948506,1.91431000865723e-06
569800,5948506,1.8970681818573e-06
569900,5948506,1.88370375872033e-06
570000,5948506,1.88370375872033e-06
570100,5948506,1.88370375872033e-06
570200,5948506,1.88370375872033e-06
570300,5948506,1.88370375872033e-06
570400,5948506,1.88370375872033e-06
570500,5948506,1.88265261356186e-06
570600,5948506,1.85079258543365e-06
570700,5948506,1.82483801626032e-06
570800,5948506,1.79268656247215e-06
570900,5948506,1.79268656247215e-06
571000,5948506,1.79268656247215e-06
571100,5948506,1.79268656247215e-06
571200,5948506,1.89681860852387e-06
571300,5948506,4.7997736995222e-06
571400,5948506,4.7538420465062e-06
571500,5948506,3.54408134493815e-06
571600,5948506,3.5864430576524e-06
571700,5948506,3.62880595287854e-06
571800,5948506,3.75073197196033e-06
571900,5948506,4.86913826244907e-06
572000,5948506,4.87808831896615e-06
572100,5948506,4.89248074806256e-06
572200,5948506,1.34271791743927e-05
572300,5948506,0.000233878206744129
572400,5948506,0.000229151905710333
572500,5948506,1.83829523115098e-06
572600,5948506,1.83121649334576e-06
572700,5948506,1.50637872064448e-05
572800,5948506,0.000323607675020397
572900,5948506,0.000319275502649197
573000,5948506,0.000245567912736859
573100,5948506,1.78090770846954e-06
573200,5948506,1.78175359043116e-06
573300,5948506,1.8881223635889e-06
573400,5948506,4.32987326156621e-06
573500,5948506,4.39332808762633e-06
573600,5948506,4.78657369584714e-06
573700,5948506,4.79121228712775e-06
573800,5948506,4.77304070187333e-06
573900,5948506,1.83590294665321e-06
574000,5948506,1.83442271818408e-06
574100,5948506,1.84132843374647e-06
574200,5948506,1.83934637786095e-06
574300,5948506,1.83881053682366e-06
574400,5948506,1.73038124231022e-05
574500,5948506,0.000337688606962853
574600,5948506,0.000340158898392393
574700,5948506,0.000320179831623635
574800,5948506,1.84531277999767e-06
574900,5948506,1.83910071253514e-06
575000,5948506,1.83617134243254e-06
575100,5948506,1.81995696592639e-06
575200,5948506,1.8325630880836e-06
575300,5948506,1.85045050054448e-06
575400,5948506,3.47204945501006e-06
575500,5948506,3.28841336888969e-05
575600,5948506,3.40175761942047e-05
575700,5948506,1.29213247075022e-05
575800,5948506,0.000206626757068248
575900,5948506,0.000197674172157409
576000,5948506,5.44531059809936e-05
576100,5948506,0.000205189693101682
576200,5948506,0.000205054391321188
576300,5948506,0.00020444476172495
576400,5948506,0.00020444476172495
576500,5948506,0.000193428805396599
576600,5948506,1.99764563382838e-06
576700,5948506,1.99764563382838e-06
576800,5948506,1.95298599489337e-06
576900,5948506,1.95298599489337e-06
577000,5948506,1.95298599489337e-06
577100,5948506,1.95298599489337e-06
577200,5948506,1.95298599489337e-06
577300,5948506,1.9369845567392e-06
577400,5948506,1.67398799562289e-06
577500,5948506,1.67398799562289e-06
577600,5948506,1.67398799562289e-06
577700,5948506,1.86127500429036e-06
577800,5948506,4.82612496668521e-06
577900,5948506,4.79377939679634e-06
578000,5948506,4.31105493089849e-06
578100,5948506,2.16405544658586e-06
578200,5948506,1.97390305717407e-06
578300,5948506,4.66404464382619e-08
578400,5948506,6.9548582844969e-07
578500,5948506,0
578600,5948506,0
578700,5948506,0
578800,5948506,4.06163657117097e-08
578900,5948506,6.88818692163142e-07
579000,5948506,1.59762948224261e-06
579100,5948506,7.9793568262281e-07
579200,5948506,4.16331957939096e-06
579300,5948506,5.16266816642646e-06
579400,5948506,5.16266816642646e-06
579500,5948506,5.16266816642646e-06
579600,5948506,1.78937717817204e-05
579700,5948506,0.000198845993248813
579800,5948506,0.00019623640366531
579900,5948506,0.00019623640366531
580000,5948506,0.00019623640366531
580100,5948506,0.00019623640366531
580200,5948506,0.00019623640366531
580300,5948506,0.000195129497030445
580400,5948506,0.000180020330107261
580500,5948506,0.000180020330107261
580600,5948506,0.000180020330107261
580700,5948506,0.000180020330107261
580800,5948506,0.000196066425215598
580900,5948506,0.000196066425215598
581000,5948506,0.000196066425215598
581100,5948506,0.000196066425215598
581200,5948506,0.000196066425215598
581300,5948506,0.000196066425215598
581400,5948506,0.000196066425215598
581500,5948506,0.000196066425215598
581600,5948506,0.000196066425215598
581700,5948506,0.000196066425215598
551800,5948406,5.17640206112513e-06
551900,5948406,5.17640206112513e-06
552000,5948406,5.17640206112513e-06
552100,5948406,5.17640206112513e-06
552200,5948406,5.17640206112513e-06
552300,5948406,0.000240211094141914
552400,5948406,3.94158480861256e-05
552500,5948406,3.10004704959926e-06
552600,5948406,1.94115077292192e-06
552700,5948406,1.94115077292192e-06
552800,5948406,1.77816418944973e-06
552900,5948406,1.77816418944973e-06
553000,5948406,0.000102487802016554
553100,5948406,0.000109697384630865
553200,5948406,7.13124171753326e-06
553300,5948406,1.77816418944973e-06
553400,5948406,1.77816418944973e-06
553500,5948406,1.77816418944973e-06
553600,5948406,1.77816418944973e-06
553700,5948406,1.77816418944973e-06
553800,5948406,1.7340729067065e-06
553900,5948406,1.7340729067065e-06
554000,5948406,1.7340729067065e-06
554100,5948406,1.7340729067065e-06
554200,5948406,1.7340729067065e-06
554300,5948406,1.7340729067065e-06
554400,5948406,1.7340729067065e-06
554500,5948406,1.7340729067065e-06
554600,5948406,1.7340729067065e-06
554700,5948406,1.7340729067065e-06
554800,5948406,1.70467079242014e-06
554900,5948406,1.70467079242014e-06
555000,5948406,1.70467079242014e-06
555100,5948406,1.70467079242014e-06
555200,5948406,1.70467079242014e-06
555300,5948406,1.70467079242014e-06
555400,5948406,1.70467079242014e-06
555500,5948406,1.70467079242014e-06
555600,5948406,1.70467079242014e-06
555700,5948406,1.70467079242014e-06
555800,5948406,1.69435828186282e-06
555900,5948406,1.69435828186282e-06
556000,5948406,1.69435828186282e-06
556100,5948406,1.69435828186282e-06
556200,5948406,7.94408636337421e-05
556300,5948406,8.25152483267193e-05
556400,5948406,8.25152483267193e-05
556500,5948406,8.25152483267193e-05
556600,5948406,8.25152483267193e-05
556700,5948406,8.25152483267193e-05
556800,5948406,4.2318327401569e-05
556900,5948406,3.03395767082251e-06
557000,5948406,1.69517187433328e-06
557100,5948406,1.69517187433328e-06
557200,5948406,1.69517187433328e-06
557300,5948406,1.69517187433328e-06
557400,5948406,1.69517187433328e-06
557500,5948406,1.69517187433328e-06
557600,5948406,1.69517187433328e-06
557700,5948406,1.69517187433328e-06
557800,5948406,1.71421323507694e-06
557900,5948406,1.71421323507694e-06
558000,5948406,1.71421323507694e-06
558100,5948406,1.71421323507694e-06
558200,5948406,1.71421323507694e-06
558300,5948406,1.71421323507694e-06
558400,5948406,1.71421323507694e-06
558500,5948406,1.71421323507694e-06
558600,5948406,1.71421323507694e-06
558700,5948406,1.71421323507694e-06
558800,5948406,1.72806843518515e-06
558900,5948406,1.72806843518515e-06
559000,5948406,1.72806843518515e-06
559100,5948406,1.72806843518515e-06
559200,5948406,1.72806843518515e-06
559300,5948406,1.72806843518515e-06
559400,5948406,1.72806843518515e-06
559500,5948406,1.72806843518515e-06
559600,5948406,1.72806843518515e-06
559700,5948406,1.72806843518515e-06
559800,5948406,1.75907072760539e-06
559900,5948406,1.75907072760539e-06
560000,5948406,1.75907072760539e-06
560100,5948406,1.75907072760539e-06
560200,5948406,1.76062798483741e-06
560300,5948406,1.75907072760539e-06
560400,5948406,1.75907072760539e-06
560500,5948406,1.75907072760539e-06
560600,5948406,1.75907072760539e-06
560700,5948406,1.75907072760539e-06
560800,5948406,1.74053501158431e-06
560900,5948406,1.74053501158431e-06
561000,5948406,4.77219833892927e-06
561100,5948406,4.82492196636744e-06
561200,5948406,4.81921745432187e-06
561300,5948406,4.87243487650229e-06
561400,5948406,4.87349803243606e-06
561500,5948406,4.87349803243606e-06
561600,5948406,4.87349803243606e-06
561700,5948406,4.29157996367152e-06
561800,5948406,4.23701109109176e-06
561900,5948406,1.89066717053759e-06
562000,5948406,1.85470352239941e-06
562100,5948406,1.85470352239941e-06
562200,5948406,1.85470352239941e-06
562300,5948406,1.85470352239941e-06
562400,5948406,1.85470352239941e-06
562500,5948406,1.85470352239941e-06
562600,5948406,1.85470352239941e-06
562700,5948406,1.85470352239941e-06
562800,5948406,1.84807719592874e-06
562900,5948406,1.84807719592874e-06
563000,5948406,1.84807719592873e-06
563100,5948406,1.84807719592874e-06
563200,5948406,1.84807719592873e-06
563300,5948406,1.84807719592873e-06
563400,5948406,0.000115068363692151
563500,5948406,0.000119779264874802
563600,5948406,0.000258814643259977
563700,5948406,3.98996497777446e-06
563800,5948406,1.84355938306867e-06
563900,5948406,1.84355938306867e-06
564000,5948406,0.000136618515378919
564100,5948406,0.000258569997793605
564200,5948406,0.000259365760705474
564300,5948406,0.000259365760705474
564400,5948406,0.000259365760705474
564500,5948406,0.000259365760705474
564600,5948406,0.000259365760705474
564700,5948406,0.000259365760705474
564800,5948406,0.000263200728908485
564900,5948406,0.000263200728908485
565000,5948406,0.000263200728908485
565100,5948406,0.000263200728908485
565200,5948406,0.000263200728908485
565300,5948406,0.000263200728908485
565400,5948406,0.000263200728908485
565500,5948406,0.000263200728908485
565600,5948406,0.000264171773422574
565700,5948406,0.000265052621058227
565800,5948406,0.000286718806236054
565900,5948406,0.000345526940323911
566000,5948406,0.00036959441728479
566100,5948406,0.000405087530371675
566200,5948406,0.000373053610576595
566300,5948406,0.00036437177685057
566400,5948406,0.000360823005027018
566500,5948406,0.000358425799545326
566600,5948406,0.000353532873474582
566700,5948406,0.000353532873474582
566800,5948406,0.000335117341135763
566900,5948406,0.000335117341135763
567000,5948406,0.000335117341135763
567100,5948406,0.000335117341135763
567200,5948406,0.000335117341135763
567300,5948406,0.000335117341135763
567400,5948406,0.000335117341135763
567500,5948406,0.000335117341135763
567600,5948406,0.000335788492314336
567700,5948406,0.000337522395810737
567800,5948406,0.000337563039663421
567900,5948406,0.000339124092666439
568000,5948406,0.00034444101867424
568100,5948406,0.000369025670625917
568200,5948406,0.000306657940016034
568300,5948406,0.000341307974517378
568400,5948406,0.000338776731535088
568500,5948406,0.00033803827027682
568600,5948406,0.00033565924226496
568700,5948406,0.000335976149334386
568800,5948406,0.000263321175257133
568900,5948406,1.85132067683715e-06
569000,5948406,1.86884184243433e-06
569100,5948406,1.93662235118818e-06
569200,5948406,2.02165083474038e-06
569300,5948406,2.00901878108869e-06
569400,5948406,1.96328737096083e-06
569500,5948406,1.94611853290807e-06
569600,5948406,1.93221506599077e-06
569700,5948406,1.91605850562538e-06
569800,5948406,1.89959202543946e-06
569900,5948406,1.9000731652843e-06
570000,5948406,1.88370375872033e-06
570100,5948406,1.88370375872033e-06
570200,5948406,1.88370375872033e-06
570300,5948406,1.88328649485476e-06
570400,5948406,1.85853341918673e-06
570500,5948406,1.85770442527289e-06
570600,5948406,1.85628974432574e-06
570700,5948406,1.82483801626032e-06
570800,5948406,1.79268656247215e-06
570900,5948406,1.79268656247215e-06
571000,5948406,1.79268656247215e-06
571100,5948406,1.79268656247215e-06
571200,5948406,1.85449032973416e-06
571300,5948406,4.7997736995222e-06
571400,5948406,4.7997736995222e-06
571500,5948406,4.7997736995222e-06
571600,5948406,4.7997736995222e-06
571700,5948406,4.7997736995222e-06
571800,5948406,4.85751112590752e-06
571900,5948406,4.86990408929043e-06
572000,5948406,4.88356851784016e-06
